date,portfolio_return,portfolio_mean_forecast,portfolio_variance_forecast,portfolio_volatility_forecast,portfolio_var_forecast,portfolio_cvar_forecast,portfolio_risk_model,copula_family,copula_df,copula_avg_abs_correlation,copula_max_abs_correlation,copula_lower_tail_dependence,portfolio_var_breach,portfolio_cvar_breach
2022-12-21,-0.014091686473515885,0.0001968886167746001,2.045698494122344e-05,0.004522939856025442,-0.011371321980895108,-0.01436492771976484,studentt_copula_simulation,studentt,6,0.5023635913841673,0.8311359187136316,0.0186,1,0
2023-12-15,-0.009684323073020806,7.097079427192198e-05,8.083930787145288e-06,0.0028432254196854123,-0.006793659193686717,-0.008955122115345394,studentt_copula_simulation,studentt,6,0.49865045478664555,0.8527780740618304,0.0162,1,1
2022-12-27,-0.008280677748476073,-0.00018267864562000188,2.6714796173620832e-05,0.005168635813599255,-0.011956720084629288,-0.014945472502685821,studentt_copula_simulation,studentt,6,0.49940826776500913,0.8318951078154422,0.018,0,0
2023-12-06,-0.007933158110664973,9.029319308249122e-05,1.503052980711313e-05,0.0038769227239027,-0.00911845479789163,-0.011087623343706365,studentt_copula_simulation,studentt,6,0.5022498362561202,0.8513248866440803,0.014599999999999998,0,0
2023-07-14,-0.007680890824672382,-0.00011614181197841358,1.195493807465314e-05,0.0034575913689522566,-0.008197523166239132,-0.009859523942816762,studentt_copula_simulation,studentt,6,0.4900564573837526,0.82082033334343,0.0162,0,0
2023-12-22,-0.007023339396458272,9.932086905789904e-05,1.3821198744162134e-05,0.00371768728434253,-0.008938358423672643,-0.011273581335021508,studentt_copula_simulation,studentt,6,0.5033652887196456,0.8496766709026732,0.0156,0,0
2023-05-22,-0.006934965180529051,2.792132742200848e-05,1.1480436546788366e-05,0.0033882792899624383,-0.008514433032433568,-0.011006163452057644,studentt_copula_simulation,studentt,6,0.4879374144635603,0.8196869319749887,0.0162,0,0
2023-01-31,-0.006911288484555023,-3.385611335882404e-05,5.923290187646999e-05,0.007696291436560208,-0.017291370419883136,-0.020254728994720517,studentt_copula_simulation,studentt,6,0.4896257955358423,0.8348358206457817,0.016800000000000002,0,0
2023-09-04,-0.005935702626945538,8.152654079334288e-05,1.1792318344377003e-05,0.0034339945172316456,-0.008078596317378036,-0.0104497864517407,studentt_copula_simulation,studentt,6,0.49718916460994234,0.8263721062966083,0.0164,0,0
2023-07-31,-0.005766489234034999,-7.181233875318931e-05,1.247998097741603e-05,0.0035327016541757427,-0.008124371708740325,-0.010071859615421093,studentt_copula_simulation,studentt,6,0.48717170359076817,0.8162972666468047,0.016800000000000002,0,0
2023-11-15,-0.005657702541767673,4.349414323405645e-05,7.102429208387558e-06,0.0026650383127429064,-0.0063445862482490335,-0.007753920219124447,studentt_copula_simulation,studentt,6,0.5089080387950073,0.845747229096004,0.015,0,0
2023-03-17,-0.005647698391888056,-0.00016749848293578338,1.0388872293265561e-05,0.0032231773598834987,-0.007707045226482025,-0.009117865852720638,studentt_copula_simulation,studentt,6,0.4915089279793511,0.8329333659286953,0.0158,0,0
2023-03-06,-0.005589726104715087,-0.000249322694910988,1.1621761816066439e-05,0.003409070520840899,-0.00830415122260801,-0.010288411656782088,studentt_copula_simulation,studentt,6,0.49213512151878724,0.8316784452119762,0.017,0,0
2023-05-02,-0.005439219222164393,-0.0001776510821920505,1.3387424094980355e-05,0.003658882902605706,-0.008510643613589167,-0.010468470375099667,studentt_copula_simulation,studentt,6,0.4769679287191275,0.8249561041249954,0.016,0,0
2023-03-31,-0.004790636421133421,-0.00014373002521455587,8.566780991619221e-06,0.0029269063858653253,-0.006967231459227873,-0.008286256270275091,studentt_copula_simulation,studentt,6,0.4887341761868922,0.8300464835484367,0.0158,0,0
2023-12-05,-0.004485519248061731,7.167119833774495e-05,1.0021511263731798e-05,0.003165677062451538,-0.007483258019363014,-0.009228265307574385,studentt_copula_simulation,studentt,6,0.5020771065138395,0.8535373689529421,0.014799999999999999,0,0
2023-06-12,-0.0043632278935437085,-0.00016298470487522034,1.0173692014815565e-05,0.00318962255052468,-0.007658279385873328,-0.009420194079500057,studentt_copula_simulation,studentt,6,0.4865050706308775,0.8217178759074427,0.0164,0,0
2023-05-11,-0.004331656924642768,-0.00018316723200767179,1.0837058068009714e-05,0.0032919687222101174,-0.007847590114954808,-0.009339424303064264,studentt_copula_simulation,studentt,6,0.48443278087695996,0.8253405934428606,0.015400000000000002,0,0
2023-12-14,-0.004240661654704159,8.581809562621785e-05,8.466518281383009e-06,0.002909728214349754,-0.006849331764396589,-0.008953624225453653,studentt_copula_simulation,studentt,6,0.49768620234597083,0.8507531179241481,0.0162,0,0
2023-08-11,-0.004239869772858285,-8.820390671708402e-05,9.50081796821472e-06,0.0030823396905945845,-0.007315888693779756,-0.009008479200255399,studentt_copula_simulation,studentt,6,0.4919682177178724,0.822990700877428,0.0166,0,0
