date,asset,arch_volatility_forecast,custom_volatility_forecast,vol_forecast_gap,vol_forecast_ratio,arch_persistence,custom_persistence,persistence_gap,arch_std_resid_sq_lag1_acf,custom_std_resid_sq_lag1_acf,std_resid_sq_acf_gap,arch_fallback_used,custom_fallback_used,arch_converged,custom_converged,arch_mu,custom_mu,mu_gap,arch_omega,custom_omega,omega_gap,arch_alpha_sum,custom_alpha_sum,alpha_gap,arch_gamma_sum,custom_gamma_sum,gamma_gap,arch_beta_sum,custom_beta_sum,beta_gap,arch_nu,custom_nu,nu_gap
2023-07-06,^CNXENERGY,0.008735477064293874,0.009326833310225314,0.0005913562459314396,1.0676959302370101,0.9700997841565978,0.9071176761571111,-0.06298210799948667,0.11403382597585997,0.07318727629696486,-0.0408465496788951,0,0,1,1,0.0007300498014696169,0.0008995378339419573,0.00016948803247234044,4.516104614964429e-06,1.440057379977321e-05,9.884469184808781e-06,0.05933044282318542,0.13439951929600366,0.07506907647281824,0.04194761897636736,0.04110661566573619,-0.0008410033106311735,0.8897955318452287,0.7521648490282394,-0.1376306828169893,8.233996784013046,8.004616930618777,-0.2293798533942688
2023-07-06,^CNXIT,0.011328343481469022,0.01138945516255122,6.111168108219843e-05,1.0053945822866481,0.9316398333853511,0.9097097953814076,-0.02193003800394344,-0.01508478603708625,-0.021840206792303203,-0.006755420755216953,0,0,1,1,0.0005024075148096851,0.000529085450370166,2.667793556048088e-05,1.2303215711317736e-05,1.6577898457451433e-05,4.274682746133697e-06,7.141792492466238e-12,1.6579500416875e-05,1.657949327508251e-05,0.07939958961010073,0.1001275241905593,0.020727934580458574,0.8919400385731588,0.8596294537857111,-0.03231058478744775,7.794077438819311,7.275395859447897,-0.5186815793714139
2023-07-06,^CNXPHARMA,0.00823326064619597,0.008462478404256898,0.00022921775806092858,1.027840459316302,0.889991982928046,0.8707304762829668,-0.019261506645079196,-0.029843054569670492,-0.03314330493142646,-0.00330025036175597,0,0,1,1,-0.00013092453519815685,-0.00011056290583575267,2.0361629362404183e-05,1.0692780623795998e-05,1.3014102010432534e-05,2.3213213866365355e-06,0.0,0.004234704658269261,0.004234704658269261,0.20000541794573337,0.2167225450200712,0.01671712707433784,0.7899892739551794,0.758134499114662,-0.03185477484051735,9.981291552193989,8.060851768893748,-1.9204397833002407
2023-07-06,^NSEBANK,0.008068179916426532,0.007457686339378224,-0.0006104935770483077,0.9243331726148838,0.9564660704038446,0.9694212756460514,0.012955205242206835,0.06142628536000758,0.07130251051007197,0.009876225150064387,0,0,1,1,0.0009871187005531926,0.000980368182841062,-6.7505177121305725e-06,5.5670158106534975e-06,3.2301268134145777e-06,-2.33688899723892e-06,0.001244515684299046,0.016900376086156722,0.015655860401857676,0.13369988432474003,0.08639816691838087,-0.04730171740635916,0.8883716125571754,0.9093218161007043,0.020950203543528834,5.335829009978434,7.29843328919056,1.962604279212126
2023-07-06,^NSEI,0.0056167294959065936,0.005743495901166252,0.00012676640525965868,1.0225694339298421,0.9590103451706657,0.9543835533624512,-0.00462679180821457,0.04300271969091508,0.04154596397726597,-0.001456755713649109,0,0,1,1,0.0007495361174495333,0.0008304153851253766,8.087926767584336e-05,2.86156595296482e-06,3.506096411053647e-06,6.445304580888267e-07,2.3633590248562814e-12,8.478094405508244e-11,8.241758503022616e-11,0.1537117480204225,0.17816084944909913,0.024449101428676623,0.8821544711580911,0.8653031285531206,-0.016851342604970454,16.969516647330927,9.098542701220566,-7.870973946110361
2023-07-07,^CNXENERGY,0.010895558690961102,0.011705520254235319,0.0008099615632742169,1.0743386903093053,0.8644814621432514,0.9075462253362905,0.04306476319303909,0.05211005566126872,0.0722566727186705,0.020146617057401783,0,0,1,1,0.0008632400118304529,0.0009545788816704593,9.133886984000639e-05,1.9813505863656053e-05,1.4760021578754828e-05,-5.053484284901225e-06,0.08527804065564237,0.13293059394993476,0.04765255329429238,0.13155126723286265,0.04136408431057718,-0.09018718292228547,0.7134277878711777,0.7539335892310671,0.04050580135988946,8.346173679086508,8.00424415504435,-0.3419295240421576
2023-07-07,^CNXIT,0.011242440177420293,0.011332211849598928,8.977167217863458e-05,1.0079850700347897,0.9293982867963667,0.9097097657820326,-0.01968852101433416,-0.016164104461855757,-0.021659642413560987,-0.00549553795170523,0,0,1,1,0.0005252886769468417,0.0005364933333362131,1.120465638937136e-05,1.2693058271373733e-05,1.6577889547122154e-05,3.884831275748422e-06,5.37457931979096e-12,1.6579499977801648e-05,1.657949460322233e-05,0.08249274805500459,0.10012753488574337,0.017634786830738783,0.8881519127634898,0.8596294188391831,-0.028522493924306724,7.722777750449908,7.275395910798557,-0.44738183965135114
2023-07-07,^CNXPHARMA,0.008016563170377551,0.008217164809182961,0.00020060163880540952,1.0250233965032127,0.890677174273736,0.8707304857332554,-0.01994668854048065,-0.02916328809841436,-0.032689337017523426,-0.003526048919109067,0,0,1,1,-0.0001311940310523652,-0.00011583301342203327,1.5361017630331918e-05,1.0627583545956672e-05,1.3014101113064523e-05,2.3865175671078517e-06,3.7035066068134615e-14,0.004234704563169424,0.0042347045631323885,0.19858930074988862,0.21672254104980665,0.01813324029991803,0.7913825238987547,0.7581345106451827,-0.03324801325357207,9.834979951071375,8.060851821785683,-1.7741281292856925
2023-07-07,^NSEBANK,0.007864847868891231,0.0073492530039918815,-0.0005155948648993495,0.9344431229320095,0.9581068888502685,0.9694212699764367,0.011314381126168227,0.062169340260374906,0.07202896444848716,0.00985962418811226,0,0,1,1,0.0010151589835250365,0.0009931485021690105,-2.2010481356026044e-05,5.285541388696084e-06,3.2301268596272422e-06,-2.055414529068842e-06,0.0031091147801028916,0.016900377205036034,0.013791262424933143,0.13162738423007436,0.08639819201205953,-0.04522919221801483,0.8891840819551284,0.909321796765371,0.020137714810242513,5.365804512043639,7.298433099882521,1.9326285878388818
2023-07-07,^NSEI,0.005529771238263827,0.005666113030790439,0.00013634179252661194,1.0246559553102632,0.9585088228659382,0.9543835524987109,-0.004125270367227318,0.04314308325691024,0.04187911246596264,-0.0012639707909476022,0,0,1,1,0.0007875198882381075,0.00085413815383517,6.661826559706252e-05,2.8665127589173743e-06,3.50609616218047e-06,6.395834032630959e-07,0.0,8.478094402031295e-11,8.478094402031295e-11,0.15461353694400262,0.17816084732026433,0.023547310376261704,0.8812020543939368,0.8653031287537978,-0.01589892564013906,16.96503748038123,9.098542785016337,-7.866494695364894
